emotion,emo,file,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,au11,au12,au13,au14,au15,au16,au17,auc1,auc2,auc3,auc4,auc5,auc6,auc7,auc8,auc9,auc10,auc11,auc12,auc13,auc14,auc15,auc16,auc17,auc18
neutral,2,00129.jpg,0.39,0,0.66,0,0.1,0.84,0,0.35,0.14,0.92,0.1,1.02,0,0.16,0.77,0.53,0.14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,00130.jpg,0.43,0.05,0.14,0,0.73,0.57,0,1.2,0.8,1.55,0.1,0.52,0,0.42,1.27,0.65,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
happiness,0,00131.jpg,0.99,0.63,0.13,0.21,0.62,0.57,0,0.85,0.65,1.4,0,0.52,0,0.42,0.5,0.65,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
neutral,2,00132.jpg,0.99,0.63,0.21,0.39,0.65,0.41,0.21,1.12,0.68,1.37,0,0.72,0,0.26,0.58,0.46,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
neutral,2,00133.jpg,1.38,0.97,0.4,0.72,0.54,1.13,0.21,0.44,0.43,0.77,0,0.36,0,0,0.75,0.25,0.06,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,00134.jpg,1.21,1.15,0.4,0.5,0.83,2.29,0.21,0.67,1.06,1.02,0,0.36,0,0,1.3,0.41,0.06,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,00135.jpg,1.71,1.37,0.28,0.32,1.32,3.2,0,0.8,1.77,0.97,0,0,0.23,0,1.97,0.8,0.06,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,00136.jpg,1.98,1.29,0.02,0,0.81,2.07,0,0.64,1.55,0.9,0,0.39,0.23,0,1.29,1.35,0.92,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
neutral,2,00137.jpg,1.42,0.74,0.02,0,1.17,1.52,0,0.57,1.43,0.45,0,0.48,0.23,0.32,1.5,1.27,0.97,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,00138.jpg,0.92,0.52,0,0,1.44,1.1,0,0.97,1.63,0.93,0,0.48,0,0.32,1.65,0.89,0.97,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
happiness,0,00139.jpg,0.22,0.21,0,0,2.45,1.89,0,1.72,2.63,1.31,0.04,0.09,0,0.32,2.72,0.08,0.51,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1
happiness,0,00140.jpg,0.97,0.43,0,0,2.34,1.85,0.13,2.37,2.7,1.3,0.36,0,0,0,3.16,0.6,0.45,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1
happiness,0,00141.jpg,1.2,0.43,0.4,0.07,2.19,1.97,0.13,2.25,2.44,0.53,0.49,0.55,0.5,0,3.57,1.02,0.45,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
happiness,0,00142.jpg,1.37,0.43,0.4,0.35,1.81,1.28,0.13,2.14,2.26,0.88,0.95,0.55,0.5,0.26,2.74,1.02,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
happiness,0,00143.jpg,0.4,0,0.67,0.35,1.66,0.74,0,1.77,2.01,1.35,0.63,0.98,0.73,0.37,2.47,0.97,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1
happiness,0,00144.jpg,0.17,0,0.27,0.28,1.39,0.12,0,1.34,1.97,1.99,0.5,0.53,0.23,0.37,2.12,0.88,0.5,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
happiness,0,00145.jpg,0,0,0.27,0.14,0.77,0.03,0,0.69,1.34,1.53,0,1.09,0.23,0.76,1.87,1.12,0.5,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
happiness,0,00146.jpg,0.59,0.45,0,0.14,0.38,0,0,0.38,1.09,1.25,0,1.27,0,0.68,0.95,0.91,0.5,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0
neutral,2,00147.jpg,1.47,0.45,0,0.14,0.06,0.29,0,0.28,0.45,0.47,0,1.71,0.81,0.68,0.34,1.2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
neutral,2,00148.jpg,1.93,0.45,0,0.17,0.06,0.29,0,0.84,0.07,0.19,0.46,2.32,0.91,0.25,0.43,1.41,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
neutral,2,00149.jpg,1.34,0,0,0.17,0.09,0.44,0,0.71,0,0,0.67,3.37,1.5,0.64,0.43,1.08,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
neutral,2,00150.jpg,0.46,0,0,0.32,0.17,0.35,0,0.72,0,0.31,0.67,3.9,0.99,0.91,0.19,1.08,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
neutral,2,00151.jpg,0,0,0,0.16,0.27,0.48,0,0.16,0,0.52,0.21,4.4,1.61,1.29,0.1,0.98,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
neutral,2,00152.jpg,0,0,0.19,0.38,0.65,0.54,0,0.81,0.53,0.94,0.01,3.58,1.02,0.99,0.43,0.97,0.03,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
neutral,2,00153.jpg,0,0,0.46,0.22,0.92,0.78,0,1.04,0.93,1.4,0.01,2.79,0.72,0.73,0.85,0.96,0.43,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
happiness,0,00154.jpg,0,0,0.68,0.22,0.81,1.05,0,1.07,0.93,1.19,0,1.61,0,0.12,1.46,1.04,1.19,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
sadness,3,00155.jpg,0,0.14,0.81,0,0.66,0.84,0,0.85,0.94,0.95,0,1.37,0,0,1.34,1.75,1.16,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
happiness,0,00156.jpg,0,0.14,0.75,0.5,0.25,0.4,0,0.62,0.54,0.18,0.13,1.89,0.35,0.65,0.83,1.56,0.76,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0
happiness,0,00157.jpg,0.39,0.26,0.57,0.84,0.42,0,0,0.78,0.92,0.66,0.13,1.51,0.47,0.65,0.74,2.11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
happiness,0,00158.jpg,0.39,0.32,0.35,0.84,0.81,0.2,0,1.07,1.45,1.46,0.13,0.98,0.47,0.99,1.46,1.53,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
happiness,0,00159.jpg,0.39,0.32,0.22,0.33,1.37,0.57,0,1.45,2.2,2.03,0,0.23,0.12,0.45,2.2,1.11,0.01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
happiness,0,00160.jpg,0,0.2,0.5,0,1.38,1.24,0.46,1.32,1.81,1.73,0,0.74,0,0.45,2.02,0.12,0.01,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0
neutral,2,00161.jpg,0,0,0.4,0,0.74,1.16,0.46,0.6,0.75,0.75,0,1.02,0,0.15,1.46,0.29,0.01,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0
neutral,2,00162.jpg,0,0,0.49,0,0.67,0.79,0.46,0.89,0.94,0.55,0,1.44,0,0.05,1.21,1.15,0.27,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
happiness,0,00163.jpg,1.33,1.36,0.16,0,0.49,0.62,0,1.34,1.34,0.67,0,1.32,0,0.05,1.39,2.09,0.5,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0
surprise,4,00164.jpg,1.54,1.62,0.27,0.35,0.9,1.24,0.14,1.92,1.71,1.07,0,1.53,0,0,1.34,2.42,0.9,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
neutral,2,00165.jpg,2.16,2.32,0.11,0.35,0.65,1.5,0.14,1.63,0.94,0.76,0,1.49,0,0,1.42,1.93,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
neutral,2,00166.jpg,0.83,0.96,0.11,0.35,0.65,1,0.14,1.28,0.54,0.53,0.15,1.35,0,0,1.31,1.13,0.77,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
neutral,2,00167.jpg,0.62,0.7,0,0,0.66,0.66,0.16,1.05,0.43,0.14,0.63,0.77,0.14,0,1.2,0.9,1.19,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
happiness,0,00168.jpg,0,0,0.19,0,0.45,0.4,0.16,0.52,0.27,0.07,0.8,1.06,0.14,0,0.62,0.84,0.82,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
neutral,2,00169.jpg,0.06,0,0.62,0,1.05,0.4,0.23,1.16,1,0.66,0.65,1.1,0.14,0.98,0.75,0.7,0.82,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
happiness,0,00170.jpg,0.06,0,0.62,0,0.73,0,0.08,1.38,0.86,1.14,0.25,1.68,0,1.32,0.55,0.54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
neutral,2,00171.jpg,0.06,0.34,0.72,0,0.73,0.36,0.08,1.38,0.89,1.33,0.3,1.04,0,1.32,0.91,0.32,0.02,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
neutral,2,00172.jpg,0,0.34,0.36,0,0.4,0.63,0,1.03,0.41,0.84,0.48,0.83,0.28,0.33,1.03,1.08,0.02,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,00173.jpg,0,0.34,0.36,0,0.3,0.63,0,0.46,0.28,0.4,0.4,0.54,0.45,0,1.03,0.98,0.02,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
neutral,2,00174.jpg,0,0,0.51,0.06,0.57,0.47,0.16,1.19,0.54,0.55,0.35,1.07,0.45,0.35,0.87,1.19,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,00175.jpg,0.08,0,0.87,0.06,0.28,0.32,0.44,1.21,0.29,0.38,0.55,1.32,0.17,0.35,0.3,0.55,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,00176.jpg,0.35,0.2,1.52,0.06,0.41,0.53,0.53,1.36,0.33,0.47,0.66,1.22,0,0.35,0.3,0.59,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,00177.jpg,0.89,0.2,1.12,0,0.17,0.4,0.37,0.86,0.25,0.42,0.49,0.99,0,0.06,0.09,0.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,00178.jpg,1.01,0.2,0.68,0,0.37,0.91,0.09,0.58,0.6,1.06,0.5,1.12,0,0.28,0,0.78,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
neutral,2,00179.jpg,0.88,0,0.39,0,0.82,1.51,0,0.97,1.08,0.93,0.99,1.44,0.55,0.28,0.28,0.62,0.02,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
happiness,0,00180.jpg,0.61,0,1.54,0,1.11,2.01,0.69,1.28,0.97,0.64,1,1.42,0.55,0.22,0.8,0,0.12,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
neutral,2,00181.jpg,0.41,0,1.91,0,1.67,2.05,0.69,1.88,1.29,0.79,0.61,0.88,0.55,0,1.17,0,0.4,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
happiness,0,00182.jpg,0.27,0,1.63,0,1.26,1.8,0.69,1.75,0.85,1.11,0.01,0.94,0,0,1.22,0.55,0.38,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
neutral,2,00183.jpg,0.19,0.36,0.84,0,1.55,1.74,0,1.77,1.22,1.55,0,0.7,0,0,1.01,1.09,0.28,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
happiness,0,00184.jpg,1.16,0.95,0.47,0,1.12,1.92,0,0.95,0.56,0.97,0,0.95,0.64,0,0.85,1.09,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
neutral,2,00185.jpg,1.18,0.95,0.53,0,0.98,1.45,0.18,0.55,0.62,0.64,0,0.36,0.64,0,0.64,0.55,0.11,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
neutral,2,00186.jpg,0.99,0.93,0.15,0.09,0.36,0.95,0.18,0,0.15,0.89,0.02,0.25,0.64,0,0.33,0.05,0.32,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
neutral,2,00187.jpg,0.03,0.34,0.17,0.09,0.44,0.1,0.18,0.5,0.81,1.04,0.02,0,0.18,0.66,0.63,0.05,0.97,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
happiness,0,00188.jpg,0.34,0.34,0.33,0.09,1.02,1.13,0,0.86,1.04,1.19,0.02,0.28,0.79,0.66,1.43,0.24,1.3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
happiness,0,00189.jpg,0.97,0.17,0.33,0.19,1.05,1.26,0,1.05,1.45,0.73,0.18,0.43,0.86,0.66,1.55,0.67,1.09,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
happiness,0,00190.jpg,1.22,0.77,0.31,0.19,1.12,1.79,0,0.73,1.54,0.39,0.18,0.7,1.26,0.37,1.04,0.71,0.44,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
neutral,2,00191.jpg,1,1.2,0,0.19,0.52,0.66,0,0.36,1.16,0.58,0.38,1.05,1.08,0.82,0.11,0.82,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
neutral,2,00192.jpg,1.13,1.93,0.36,0,0.49,0.61,0,0.23,0.95,0.35,0.56,1.94,1.14,1.46,0,0.69,0.03,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
neutral,2,00193.jpg,1.07,1.33,0.52,0,0,0.2,0,0.49,0.21,1.1,0.81,1.89,0.55,1.1,0.49,0.77,0.15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,2,00194.jpg,1.09,1.45,0.74,0,0,0.47,0,0.49,0.4,0.75,0.6,1.36,0.14,1.09,0.71,1.05,0.15,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
neutral,2,00195.jpg,0.82,1.33,0.37,0,0,0.73,0,0.44,0.31,1.1,0.46,0.65,0.02,0.6,0.71,1.34,0.45,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,00196.jpg,0.63,1.33,0.79,0,0,0.62,0,0.28,0.77,0.79,0.22,0.44,0.02,0.6,1.09,1.51,0.34,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
neutral,2,00197.jpg,0.49,0.79,1.14,0,0.6,1.48,0.07,0.79,1.15,2.12,0.22,0.75,0,0.3,0.94,0.93,0.34,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
happiness,0,00198.jpg,0,0.47,1.42,0.09,0.67,1.36,0.07,0.88,1.05,1.77,0.15,0.42,0,0.15,1.03,0.98,0.16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
neutral,2,00199.jpg,0.36,0.67,1.03,0.14,0.7,1.61,0.07,0.6,0.58,1.33,0.61,0.83,0.56,0.15,0.26,1.14,0.16,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
neutral,2,00200.jpg,0.36,0.67,0.46,0.15,0.33,0.7,0,0.19,0.17,0,0.96,0.5,0.79,0,0.86,1.18,0.16,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1
happiness,0,00201.jpg,0.59,0.54,0.37,0.06,0.5,0.66,0,0.1,0.79,0.23,1.1,0.5,0.79,0,1.3,1.86,0.62,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1
happiness,0,00202.jpg,0.23,0.34,0.3,0.01,0.95,0.53,0.08,0.61,1.14,0.7,0.64,0.09,0.23,0.06,1.56,1.59,0.79,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1
neutral,2,00203.jpg,0.23,0.34,0.3,0,1.34,0.9,0.1,0.69,1.31,1.33,0.34,0.5,0,0.06,1.21,2.05,1.1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1
happiness,0,00204.jpg,0.4,0,0.45,0,1.61,1.32,0.34,1.36,1.32,1.65,0.14,0.53,0,0.06,1.24,0.91,0.49,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
happiness,0,00205.jpg,0.4,0,0.39,0,1.46,1.66,0.67,1.21,1.16,1.19,0.28,0.58,0,0.17,0.89,1.06,0.58,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
neutral,2,00206.jpg,0.4,0,0.39,0,0.84,1.06,0.67,1.02,0.83,0.55,0.23,0.17,0,0.18,0.56,0.96,0.27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
neutral,2,00207.jpg,0.06,0,0.06,0,0.32,0.47,0.43,0.36,0.19,0,0.14,1.01,0.3,0.94,0,1.03,0.27,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
neutral,2,00208.jpg,0.97,0,0,0,0,0.36,0.02,0.33,0.26,0,0.23,1.93,0.49,0.89,0,0.71,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
neutral,2,00209.jpg,1.24,0,0.32,0,0.42,1.23,0.2,1.16,0.26,0,0.85,3.02,0.69,0.98,0,0.31,0.19,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
neutral,2,00210.jpg,1.59,0,0.32,0,0.78,1.66,0.2,2,0.26,0.17,1.05,3.56,0.94,0.54,0,0,0.37,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
neutral,2,00211.jpg,0.69,0,0.68,0,0.78,1.98,0.21,1.67,0,0.17,0.96,2.95,0.75,0.42,0,0,0.81,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
neutral,2,00212.jpg,0.42,0,0.43,0,0.63,1.38,0.01,1.41,0.44,0.98,0.35,2.21,0.55,0.32,0.25,0,0.88,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1
happiness,0,00213.jpg,0,0,0.43,0,0.91,2.19,0.05,1.1,1.23,1.16,0.21,0.79,0,0,1.28,0,1.53,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1
happiness,0,00214.jpg,0.91,0.1,0.36,0,0.93,2,0.05,1.61,1.53,1.24,0.38,0.45,0,0,2.2,0,1.84,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
happiness,0,00215.jpg,1.45,0.3,0.29,0,0.79,1.73,0.05,1.35,1.53,1.22,1.01,0.24,0,0,2.49,0,1.58,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
neutral,2,00216.jpg,2.08,0.3,0.65,0.27,0.46,0.48,0.02,1.27,1.37,1.18,1.35,0.6,0.01,0.12,1.83,0,0.83,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
happiness,0,00217.jpg,1.83,0.25,0.73,0.27,0.58,0.44,0,0.87,1.12,1.44,1.04,0.91,0.01,0.12,0.91,0.12,0.11,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
neutral,2,00218.jpg,1.62,0.19,0.73,0.27,0.57,0.83,0,0.77,0.72,0.71,0.58,0.69,0.01,0.12,0.49,0.12,0.53,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
neutral,2,00219.jpg,1,0.33,1.14,0,0.91,1.73,0,0.73,0.19,1.07,0.18,0.94,0.21,0,0.66,0.61,0.45,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0
neutral,2,00220.jpg,0.33,0.28,1.53,0,1.16,1.94,0,1.25,0.26,0.97,0.23,1.02,0.21,0,1.49,0.5,0.43,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0
anger,1,00221.jpg,0.6,0.16,1.77,0.29,1.4,1.92,0,1.4,0.6,1.7,0.06,1.66,0.21,0,2.1,0.93,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1
neutral,2,00222.jpg,0.6,0.06,1.6,0.77,0.98,1.02,0,1.69,0.91,1.38,0.06,1.43,0,0,2,0.77,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0
neutral,2,00223.jpg,0.86,0.06,1.14,0.77,1.16,1.1,0,1.55,1.19,1.21,0,1.39,0.37,0,1.38,1.23,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
happiness,0,00224.jpg,0.75,0.04,1.11,0.48,0.8,0.73,0,1.34,0.8,0.42,0.25,1.27,0.57,0,0.89,0.98,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
neutral,2,00225.jpg,0.75,0,1.28,0,1.07,0.73,0,1.39,0.76,0.51,0.25,0.99,0.57,0,1.45,0.9,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
happiness,0,00226.jpg,0.96,0.85,1.32,0,0.6,0.15,0,1.58,0.59,0.73,0.25,1.03,0.2,0,1.85,0.99,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
neutral,2,00227.jpg,0.57,0.85,2.03,0,0.93,1.28,0,1.7,0.59,0.73,0,1.31,0,0.05,1.74,1.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
neutral,2,00228.jpg,0.57,0.85,1.29,0,1.15,2.03,0,1.5,0.54,0.36,0.28,1.65,0.39,0.05,1.25,1.37,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1
happiness,0,00229.jpg,0.1,0,0.95,0,2.36,3.22,0.3,1.81,1.14,0.49,0.28,1.51,0.39,0.05,1.12,0.83,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
happiness,0,00230.jpg,0.24,0.15,0.92,0,2.3,2.89,0.3,1.85,1.18,0.66,0.28,1.14,0.39,0,1,0.12,0.28,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1
neutral,2,00231.jpg,0.26,0.15,0.89,0,2.54,2.4,0.3,2.2,1.59,1.1,0,1.24,0,0,0.82,0,0.28,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
happiness,0,00232.jpg,1.27,0.64,0.89,0,1.77,2.07,0,1.43,1.11,1.41,0,1.21,0,0,0.33,0,0.47,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
neutral,2,00233.jpg,1.03,0.49,0.07,0,2.59,1.43,0.15,2.02,1.79,1.7,0,0.98,0,0,0.99,0,0.4,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
happiness,0,00234.jpg,1.6,0.59,0.21,0.11,2.13,1.77,0.18,1.49,1.57,1.3,0,0.56,0,0.79,0.67,0.4,0.4,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
happiness,0,00235.jpg,0.63,0.26,0.95,0.11,1.83,0.91,0.18,1.92,1.37,0.73,0.03,0.34,0,0.79,1.49,0.8,0.21,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
neutral,2,00236.jpg,0.87,0.39,1.08,0.11,1.03,1.32,0.03,1.24,0.75,0.45,0.03,0.39,0.29,0.79,0.83,0.8,0.54,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
neutral,2,00237.jpg,0.29,0.3,0.99,0,1.93,1.41,0.14,2.29,1.42,1.06,0.03,0.54,0.29,0,1.75,0.62,0.54,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
happiness,0,00238.jpg,0.42,0.28,0.72,0.02,1.86,1.27,0.14,1.65,1.36,1.02,0.03,0.67,0.29,0,0.93,0.22,0.54,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
neutral,2,00239.jpg,0.18,0.15,0.64,0.02,2.01,1.68,0.14,1.44,1.27,0.85,0.03,0.94,0,0,0.93,0.59,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
neutral,2,00240.jpg,0.18,0.14,1.1,0.02,1.05,1.36,0,0.27,0.51,0.44,0.03,1.17,0,0.29,0,0.37,0.2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
happiness,0,00241.jpg,0.3,0,0.64,0,0.96,1.53,0,0.43,0.47,0.43,0.46,1.17,0,0.29,0.06,0.37,0.54,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
neutral,2,00242.jpg,0.7,0,0.66,0,1.19,1.05,0,0.91,0.78,0.93,0.73,1.24,0,0.29,0.06,0,0.65,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
happiness,0,00243.jpg,0.7,0,0.3,0,1.71,0.88,0,1.42,1.22,1.28,0.73,1,0.12,0,0.32,0,0.81,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
happiness,0,00244.jpg,0.4,0,0.55,0,1.62,1.31,0,1.26,1.16,1.3,0.51,0.95,0.57,0,0.52,0.45,0.69,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
neutral,2,00245.jpg,0,0,1.08,0,1.49,1.01,0.02,1.43,1.16,0.9,0.24,0.53,0.57,0,0.99,0.45,1.02,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
neutral,2,00246.jpg,0.12,0.05,0.91,0,0.81,0.91,0.02,1.12,0.5,0.39,0.24,0.43,0.46,0,1.1,0.45,0.76,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
neutral,2,00247.jpg,0.12,0.05,1.18,0,1.78,0.86,0.65,1.86,1.12,0.76,0,0.65,0,0,1.69,0.06,1.16,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
happiness,0,00248.jpg,0.12,0.05,0.7,0,2.21,1.03,0.71,2.33,1.59,1.28,0.06,0.89,0,0,1.91,0.06,0.71,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
happiness,0,00249.jpg,0.69,0.53,0.95,0,2.42,0.92,0.71,2.23,1.74,1.24,0.06,1.42,0,0,1.79,0.06,0.63,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
neutral,2,00250.jpg,1.25,0.53,1.13,0.2,1.9,1.5,0.07,1.9,1.37,1.1,0.06,1.94,0,0,1.38,0,0.02,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
happiness,0,00251.jpg,1.36,1,1.65,0.2,1.14,1.31,0,0.95,0.58,0.5,0,2.15,0,0,0.95,0.28,0.17,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
neutral,2,00252.jpg,0.76,1.22,2.03,0.2,0.96,1.62,0,0.66,0.24,0.4,0,1.7,0,0,0.88,0.28,0.66,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
neutral,2,00253.jpg,0.2,1.22,2.4,0,1.32,1.57,0,0.79,0.08,0.65,0,1.24,0.3,0.17,0.75,0.79,0.66,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
